content,created_at,like_num,location,emotion
有2003年的吗[偷笑],2023-05-31,0,来自江苏,中性
[心],2023-05-31,0,来自江苏,中性
看到没，好学校不管什么时候都不好考[泪],2023-05-31,0,来自山东,消极
南航！！！,2023-05-31,0,来自江苏,中性
[good],2023-05-31,0,来自陕西,积极
伟大复兴路,2023-05-31,0,来自福建,积极
我就是这一年的高考生，山东那年用标准分，换算折合，文科本科线634,2023-05-31,0,来自山东,中性
[心],2023-05-31,0,来自河北,中性
我们学校真是没落了[允悲][允悲][允悲]一本线比我 2011 年上大学时候差不少啊[允悲][允悲][允悲],2023-05-31,0,来自辽宁,消极
哪个人才想出来的估分填志愿[允悲],2023-05-31,0,来自浙江,中性
@Lee·SH @阿伟爱吃饭c @赤轩蜀眸 @王wang不是汪 @赤轩蜀眸 @通稿2001,2023-05-31,0,来自江苏,中性
西建大荣光[允悲],2023-05-31,7,来自陕西,积极
张老师 东北大学和燕山大学一个分 那为啥燕山大学211都不是[允悲],2023-05-31,0,来自内蒙古,中性
你说的好多话，或许都对，但我是真的烦你,2023-05-31,0,来自上海,中性
就是我这一级的，语文高考题目《假如记忆可以移植》，我总分577，其中数学123，这一年数学写到最后两题比较难。,2023-05-31,10,来自江苏,中性
还是叫气象学院霸气[喵喵],2023-05-31,0,来自广东,中性
南大的分就文科比北大低，其他都比清北高[允悲],2023-05-31,0,来自山西,中性
满分多少分？,2023-05-31,0,来自广东,中性
这批人毕业的时候，6月底的扬子晚报头版头条“全国100万大学毕业生失业街头”,2023-05-31,0,来自江苏,中性
我是99年参加高考的，文科528分，估分再报志愿，没报好，上了东北财经，当年天津文科重点线是480大概，当时我的分数南京大学和厦门大学都够的，就是不敢报，也是改变了人生方向,2023-05-31,1,来自天津,中性
没看到一个河南的[苦涩],2023-05-31,0,来自河南,中性
南京气象学院赢麻了[doge],2023-05-31,0,来自江苏,中性
[good],2023-05-31,0,来自重庆,积极
当年估分很准[挤眼],2023-05-31,0,来自江苏,中性
1999年，文科分数线比理科低；扬大苏大一般高。现在全都不一样了。,2023-05-31,0,来自江苏,中性
那时候华电本部还在保定，是正经的河北第一高校，燕山排老二，铁道老三。,2023-05-31,0,来自河北,中性
我觉得也是,2023-05-31,1,来自中国,中性
那时候文科分数线是比理科低的，现在文科越来越难,2023-05-31,0,来自江苏,中性
谁曾想那个时候9岁的我在15年后能考上这报纸中的某所大学，母校在列,2023-05-31,0,来自辽宁,消极
原来那个时候我们双非学校和某些 985 一个分[泪],2023-05-31,0,来自河北,中性
北大和西安建大一个分，清华更低？[doge][允悲],2023-05-31,0,来自浙江,中性
就是我那一年！我好像看过！,2023-05-31,0,来自安徽,积极
越来越低,2023-05-31,0,来自安徽,消极
那年我上高一，那时候只有重点本和普通本的说法。,2023-05-31,0,来自山东,中性
怎么烟台大学混进去了,2023-05-31,0,来自山东,中性
99年我刚出生🐣,2023-05-31,0,来自山东,中性
@邮差只按-两遍铃,2023-05-31,0,来自浙江,中性
转发微博,2023-05-31,0,来自河南,中性
我江财竟然比央财分数还高[允悲],2023-05-31,0,来自江西,消极
清北怎么回事[笑cry],2023-05-31,0,来自福建,中性
小学时候看过[允悲],2023-05-31,0,来自江苏,中性
这一年我大四。大学填志愿是自己估分后填的,2023-05-31,0,来自江苏,中性
艹，我们学校都赶上北大的分了[允悲],2023-05-31,0,来自辽宁,中性
[微笑],2023-05-31,0,来自新疆,中性
东北高校的分是真低啊,2023-05-31,0,来自浙江,中性
江西财经大学没落了,2023-05-31,0,来自湖北,中性
这是那个省的分数线？,2023-05-31,0,来自辽宁,中性
哇99年我刚出生,2023-05-31,0,来自江苏,中性
上高一,2023-05-31,0,来自天津,中性
看了好几遍没有发现有河南的高校[泪],2023-05-31,0,来自河南,消极
找了找中南大学，哦~，那一年还没有中南大学,2023-05-31,3,来自湖南,中性
此一时，彼一时。,2023-05-31,0,来自安徽,中性
东大的文科？？,2023-05-31,0,来自贵州,中性
北方交大和北师大分数这么接近啊[doge],2023-05-31,0,来自山西,中性
99年已经开始扩招了，相对简单了,2023-05-31,0,来自吉林,中性
我就知道99年的分数降了！！！烦人，98年高考的最冤！！！,2023-05-31,0,来自北京,消极
参加97高考的路过[偷笑],2023-05-31,0,来自浙江,中性
那时候江苏理工和无锡轻工业、苏州大学、扬州大学分数都差不多，现在学校的热度和城市发展水平挂钩了，苏州＞无锡＞扬州=镇江,2023-05-31,0,来自吉林,中性
湘潭大学文科比清华都高[苦涩],2023-05-31,0,来自湖南,中性
06的来看一眼[doge],2023-05-31,0,来自江苏,中性
那会还有白求恩医科大学 现在已经并到吉大了,2023-05-31,0,来自北京,中性
啊我577放到当时岂不是薄纱[泪],2023-05-31,0,来自河北,消极
我93年高考，500多分，没考上[泪]。后来有一所新办的大学说490以上，出3000元的赞助可以去，家里没钱，只好出门打工[苦涩],2023-05-31,0,来自湖北,中性
对比一下现在，几十年来学校慢慢拉开了档次,2023-05-31,0,来自辽宁,中性
上海医科大学[打call][打call][打call][打call],2023-05-31,0,来自上海,中性
居然还有我母校，分数还挺高，没落了呀[允悲],2023-05-31,1,来自内蒙古,中性
我就是99级的，同年高考,2023-05-31,0,来自四川,中性
99年的时候我刚上初中，在校园里闲逛看到了东南大学的招生海报，当时我想哎我以后要考这个学校。6年后果然就考上了[doge][doge],2023-05-31,0,来自江苏,中性
竟然还有我的母校，石家庄铁道学院，分数暴打多少211啊，[doge][doge][doge],2023-05-31,0,来自河北,中性
那时候我还在上高中[允悲],2023-05-31,0,来自北京,中性
这感慨什么现在的分跟过去的分一样,2023-05-31,0,来自河南,消极
那年，我浙还没北体高,2023-05-31,0,来自浙江,中性
那时候还是统一考卷吧？后来好多独立命题，保护自己,2023-05-31,0,来自福建,中性
咋没看到郑大,2023-05-31,0,来自河南,消极
那一年我才8岁，还做着长大了当科学家的梦。而二十多年后的我，俨然离科学家远之又远，只能普普通通当个小学老师[苦涩],2023-05-31,0,来自山西,消极
很多高校都合并了…白求恩医科大，好听的名字。变成吉林大学了,2023-05-31,0,来自江苏,中性
那一年开始扩招了,2023-05-31,0,来自上海,中性
东大那时候跟南大差不多分数。,2023-05-31,0,来自上海,中性
我我我一岁[裂开],2023-05-31,0,来自吉林,中性
每个省份的计分不同，总分也不一样，那年我们胡建是标准分来着，我就是那年高考的[doge][汗],2023-05-31,1,来自福建,中性
大连海事现在废了,2023-05-31,0,来自上海,积极
我南林一泻千里,2023-05-31,0,来自浙江,积极
北京户口上北京清华大学需要难道高分吗？,2023-05-31,0,来自福建,中性
那时候文科分比理科低[泪]为什么现在文科比理科高那么多啊[泪],2023-05-31,0,来自吉林,中性
图片评论 http://t.cn/A6pys6vZ,2023-05-31,0,来自甘肃,中性
老八校！！！,2023-05-31,0,来自陕西,中性
2003年的更低[哈哈],2023-05-31,0,来自广东,中性
当年河南还是标准分呢[哈哈],2023-05-31,0,来自重庆,中性
清华565，徐州医学院563。。。。。,2023-05-31,1,来自广西,中性
好像不全啊,2023-05-31,0,来自江苏,积极
我99年出生,2023-05-31,0,来自山西,中性
北京科技大学，因为名字改的好，分数就是高,2023-05-31,0,来自广东,中性
那时候南理工还算个好学校哩,2023-05-31,0,来自江苏,中性
清北那一年遭遇空档？,2023-05-31,0,来自江苏,消极
当年的考分都超青北了，录取的学校却不是[允悲],2023-05-31,0,来自陕西,中性
各有各难吧，当年是信息不通达，现在是信息爆炸,2023-05-31,0,来自江西,消极
南京大学当时是神一般的存在啊[doge],2023-05-31,1,来自江苏,中性
@fffoooddd藤 如果能够穿越，那我们也是风华正茂了[泪],2023-05-31,0,来自辽宁,中性
那年我9岁，啥都不懂,2023-05-31,0,来自江苏,中性
转发微博,2023-05-31,0,来自浙江,中性
主要是满分是多少？,2023-05-31,0,来自山东,中性
时间来到 1996 年，我以 712 分的成绩上了一所中专。[允悲],2023-05-31,5,来自陕西,中性
波大以前这么强的么,2023-05-31,0,来自浙江,中性
看看当时的录取分数线，东南，西交，华理都比浙大分数高，更不要说南大，复旦这一类的了[笑cry][笑cry][哈哈],2023-05-31,0,来自上海,中性
高考数学是强项,2023-05-31,0,来自广东,中性
我是01届的，记得当年一本分数线好像是525,2023-05-31,0,来自江苏,中性
和我一届啊，报纸都黄了,2023-05-31,0,来自北京,消极
当年湖南二批本科495的分数线，我高2分进[doge],2023-05-31,0,来自湖南,中性
以前理科录取分比文科高，现在文科录取分比理科高[允悲],2023-05-31,0,来自江西,中性
江苏理工如今落寞成什么样子了[允悲],2023-05-31,0,来自江苏,消极
用我的分数，本可以上人大北大，但我现在却在川农[doge],2023-05-31,0,来自云南,消极
可见用分数线评判学校是没有价值的。。。。每个时期都会有变化。但是不变的是学校的底蕴与内涵,2023-05-31,0,来自江苏,中性
当时山大和烟大同分[doge][doge][doge]离谱,2023-05-31,0,来自四川,消极
[泪],2023-05-31,0,来自广东,中性
山东大学529 烟大528[汗][汗][汗],2023-05-31,0,来自山东,中性
信息不匹配导致的，我们那时候是先报志愿，后出分。可惜了很多高分孩子。,2023-05-31,8,来自山东,中性
那时候的辽宁工程技术大学如此厉害，现在却没落的这么快[悲伤],2023-05-31,2,来自吉林,消极
瞬间暴露年龄，两年后参加高考的[允悲],2023-05-31,0,来自江苏,中性
没有参考价值，那时候是估分报学校,2023-05-31,0,来自上海,中性
那个时候南工还是叫南京化工大学[笑cry],2023-05-31,0,来自江苏,中性
[赞],2023-05-31,0,来自四川,积极
当年我姑考了580多上的安师大[doge],2023-05-31,0,来自安徽,中性
所以说还是人太多了[喵喵],2023-05-31,0,来自山东,中性
99年刚出生啊[泪],2023-05-31,1,来自北京,中性
我是98年考的,2023-05-31,1,来自河北,中性
张老师03届[doge],2023-05-31,0,来自浙江,中性
那都是扩招后的线，以前教育水平没有现在高,2023-05-31,0,来自重庆,中性
哈尔滨建筑大学是哪个大学的前身啊,2023-05-31,0,来自浙江,中性
这么多医科大学已经被合并了,2023-05-31,0,来自江西,中性
。,2023-05-31,0,来自吉林,中性
汕头大学都有，我深大去哪了[doge],2023-05-31,0,来自广东,中性
这是高考改革扩招的第一年，基本还都是精英教育，学历的含水量比较低,2023-05-31,0,来自山东,中性
那一年的房价和现在也不可同日耳语，物价也是！！,2023-05-31,0,来自福建,消极
上外居然不招文科？,2023-05-31,0,来自北京,中性
人大分这么高[裂开],2023-05-31,0,来自陕西,中性
那时候 苏州大学和扬州大学分数线差不多 现在差距好大[二哈][二哈][二哈][二哈],2023-05-31,0,来自江苏,中性
哇，就是我高考那年！当年华北电力文科533，清华文科536[汗]，哇。,2023-05-31,0,来自北京,积极
华电自古就卷啊……,2023-05-31,0,来自江苏,中性
[允悲][允悲]那年我才两三岁,2023-05-31,0,来自江西,中性
难怪中国纺织大学要改名,2023-05-31,0,来自上海,中性
1999年是第一次扩招吧，98年高考的路过。,2023-05-31,0,来自上海,中性
我高考那一年，山东还是标准分的时候啊,2023-05-31,0,来自山东,中性
华中理工大学录取线还挺高的,2023-05-31,0,来自浙江,中性
那时候是不是还没有各种地方试卷,2023-05-31,0,来自浙江,中性
我超清华分数线2分，没敢填啊[允悲],2023-05-31,0,来自江苏,消极
医科都很高,2023-05-31,0,来自安徽,积极
那时候全是估分,2023-05-31,0,来自湖北,中性
同年高考，分数拿不出手啊[允悲],2023-05-31,0,来自辽宁,消极
我出生那天的报纸[老师好],2023-05-31,0,来自山东,中性
评论区可以看出关注张雪峰的不仅是要考研的孩子，还有围观群众呀，我是来看相声的[允悲],2023-05-31,0,来自山西,中性
99年，我们还叫西北轻工业学院 http://t.cn/A6pyeSWY,2023-05-31,1,来自陕西,中性
1999年8月12日我出生[泪][泪],2023-05-31,0,来自北京,中性
我们那时候填志愿时是不知道分数的，完全是自己凭感觉瞎填，如果是现在这个条件，起码也是个名牌[允悲],2023-05-31,0,来自湖北,中性
当年武测还没有并入武大  华中科技大学还叫华中理工大学,2023-05-31,4,来自湖北,中性
北方人对东南大学熟悉吗,2023-05-31,0,来自山西,中性
唉,2023-05-31,0,来自宁夏,消极
那年开始扩招,2023-05-31,0,来自广东,中性
泪目！江苏高考生，当年不敢填，那时候先填志愿再考试……,2023-05-31,0,来自江苏,中性
我就是那年高考的，重点线450，本科线421。,2023-05-31,0,来自北京,中性
大学畢業,2023-05-31,0,来自甘肃,中性
[doge],2023-05-31,0,来自北京,中性
我92年高考，556，东南大学12系录取。专业是调剂的[嘻嘻],2023-05-31,0,来自上海,中性
那时要估分报志愿，各科的赋分标准也不一样,2023-05-31,0,来自河南,中性
谢谢张老师 我就是这一届 先估分填志愿 再出高考成绩 填志愿跟开奖一样,2023-05-31,0,来自江苏,积极
差点考上山大[哆啦A梦害怕],2023-05-31,0,来自山东,消极
那时候的文科都比理科低好像就从我那一届文科比理科分高了[允悲],2023-05-31,0,来自江苏,中性
那时候先填志愿再出成绩吧,2023-05-31,0,来自江苏,中性
宁波大学，出道便是巅峰[笑cry],2023-05-31,0,来自浙江,中性
[求饶],2023-05-31,0,来自浙江,中性
那年我刚上高一,2023-05-31,0,来自湖南,中性
那时候还有山东医科大学，分数线前几名，比山大还高,2023-05-31,0,来自山东,中性
东北的高校，我勒个去，这分数[给力],2023-05-31,0,来自辽宁,中性
99级上大学的我.真想重新活一遍。,2023-05-31,0,来自重庆,消极
早知道当年报清华了！,2023-05-31,0,来自贵州,中性
看到母校啦燕大[色],2023-05-31,0,来自广东,中性
分数线比湖南低很多，我575在湖南只能勉强上湖大,2023-05-31,0,来自广东,中性
哈工大，理工类546捡漏了,2023-05-31,0,来自广东,中性
99年我们山东是标准分[允悲],2023-05-31,0,来自山东,中性
98的路过[太开心],2023-05-31,0,来自上海,积极
猫腻很多。别以为达到就能录取,2023-05-31,0,来自辽宁,消极
转发微博,2023-05-31,0,来自上海,中性
南京大学比清华大学分高，太抽象了,2023-05-31,0,来自江苏,中性
这已经是扩招的了，翻翻98年的，分数比这个高，,2023-05-31,0,来自上海,中性
那一年去入学报到，华中理工大学还是我们的隔壁邻居，没想到第二年………,2023-05-31,0,来自安徽,中性
那时候适合创业[允悲],2023-05-31,0,来自安徽,中性
[可怜],2023-05-31,0,来自云南,消极
那时候信息闭塞，很多人都遗憾报错志愿,2023-05-31,3,来自河北,中性
我记得估分最牛的同学，预估580，实际581，去了南航,2023-05-31,0,来自江苏,中性
南京大学居然比清华大学高分哎[嘻嘻]99年已经是第一次扩招了，大学好考很多了……,2023-05-31,0,来自广东,中性
谢谢存一下，高考那年[嘻嘻],2023-05-31,0,来自北京,中性
偶当年在山东济南考的，那里实行标准分707，换算成卷面分607，好像在江苏每一所都能上。结果志愿报坑里去了，上了个三志愿山东建筑工程学院。人生第一次大的挫折。,2023-05-31,0,来自北京,中性
确实，感慨万千,2023-05-31,0,来自陕西,消极
死去的回忆又开始攻击我[汗],2023-05-31,0,来自北京,消极
那年高考的同学毕业时又遇上非典，临近毕业被关在学校，找工作又失去了不少机会。还好那时正好遇上国家经济蓬勃发展，不像现在毕业就失业。,2023-05-31,4,来自江苏,中性
553，只敢报二本,2023-05-31,0,来自江苏,中性
这一年是第一次实行标准分，跟以往和以后都不同的,2023-05-31,0,来自广东,中性
我舅舅 好像是这一年 读的东南大学。,2023-05-31,0,来自四川,中性
这时候我还没上幼儿园[伤心],2023-05-31,0,来自山西,消极
我那年江苏大综合，什么都要考，历史唯一一次,2023-05-31,0,来自江苏,中性
现在的录取分数都是文科高于理科了[允悲]，分数也越来越卷了[doge]。,2023-05-31,0,来自甘肃,中性
江苏98年考的，志愿考前自己瞎填的，全选服从分配。最终结果还算好，服从分配去了东北一本[允悲]。就是路太远了，单趟火车26H[泪],2023-05-31,0,来自上海,积极
我擦 西建当时分数这么高吗[笑cry],2023-05-31,0,来自陕西,消极
我是01年江苏高考，那年一本文科投档线是525，南师大是532吧，南大是570，我一发小575去了南大法律系，那时南财大还是505在二本录取。时光荏苒啊。,2023-05-31,0,来自江苏,中性
我就是这一年高考[doge],2023-05-31,0,来自广西,中性
首都大分数这么高呢,2023-05-31,0,来自北京,中性
地域性如此明显,2023-05-31,0,来自北京,消极
99年开始大批扩招，98年才录取108万，升学率才34%[思考][允悲],2023-05-31,0,来自重庆,中性
没有啥感慨,2023-05-31,0,来自四川,消极
我高考那年，搞了神奇的先考后填再出分，导致很多学生（尤其文科生，估分时容易大幅保守）不敢往上填，一流大学普遍录不足高分生。看那年清华北大的文科录取分就知道了。,2023-05-31,0,来自江苏,中性
我去，哦可以上北大啦[笑cry]可惜生错了年代[笑cry],2023-05-31,0,来自北京,中性
江苏那两年好像总分是710,2023-05-31,0,来自上海,中性
是我那年，真是时光如梭啊,2023-05-31,0,来自河南,中性
那个时候能走到大学这一步，也算一个真的勇士了。,2023-05-31,0,来自湖北,积极
98年我本科毕业了[泪],2023-05-31,0,来自上海,中性
我刚刚出生[允悲],2023-05-31,0,来自湖南,中性
我上大学的那一年，估分后填志愿，完全是盲填，没有那么多套路，满满都是回忆,2023-05-31,0,来自江苏,中性
那年江苏本一投档546...感慨万千，那年清华北大的投档线低到离谱，那年的医科还是很高的...我就是那年高考的[允悲][允悲][允悲],2023-05-31,0,来自广东,消极
99年扩招了，分数线比98年低了好多。,2023-05-31,0,来自江苏,中性
没想到山东医科大学曾经投档线竟然能达到596[允悲],2023-05-31,0,来自山东,中性
分数线不是重点，重点是，先填报志愿，然后才出成绩。最难的是估分。,2023-05-31,0,来自北京,消极
山东医科大高清华70分,2023-05-31,0,来自贵州,中性
当时有个同事的儿子考了复旦，原来比清北的分数还高啊[偷笑],2023-05-31,0,来自江苏,中性
之后的几年好像涨了不少，87年生育顶峰学生巨多，我们黑龙江06年高考清华好像是670左右。,2023-05-31,1,来自广东,中性
这么一看，我当年还是非常牛逼的[允悲][允悲],2023-05-31,0,来自北京,积极
山东大学威海分校，我的母校[嘻嘻][嘻嘻][嘻嘻],2023-05-31,0,来自河北,中性
那时候还有中国金融学院,2023-05-31,0,来自江苏,中性
那时候北大分数线居然还没南大高,2023-05-31,0,来自上海,中性
比清北录取分数高的院校好多呀[允悲],2023-05-31,0,来自广东,中性
那时最后一次3+2，第一次考后估分填报志愿，大多数分都估低了，不敢填，当年的经历忘不了,2023-05-31,0,来自上海,中性
哈哈江苏省，下一年我参加了高考,2023-05-31,0,来自江苏,积极
正是我那一届。。。自己知道分数[泪]先填志愿的,2023-05-31,0,来自江苏,中性
志愿就洗牌分数,2023-05-31,0,来自江苏,中性
是我高考那年[允悲],2023-05-31,0,来自黑龙江,中性
不爱出省啊,2023-05-31,0,来自北京,消极
99年理科考了571分，估分填志愿，啥也不懂[允悲],2023-05-31,0,来自浙江,中性
这一年是出分再填写志愿的,2023-05-31,2,来自江苏,中性
医科大学普遍较高。。。。[打call][围观][哈哈],2023-05-31,0,来自甘肃,中性
江苏的考生蛮难的,2023-05-31,0,来自江苏,中性
这分数线也不低啊[允悲],2023-05-31,0,来自湖南,中性
97年山东，561理科刚到专科线，记得是实行的标准分制，本科好像得600分以上,2023-05-31,0,来自山东,中性
看分数线感觉现在就是分数通胀。[doge],2023-05-31,0,来自河南,中性
烟大烟大凭啥和武大 川大山大比啊？,2023-05-31,0,来自上海,中性
我,2023-05-31,0,来自浙江,中性
[doge]那时候就是瞎报，喜欢小动物报了生物类，上了学发现生物类没有小动物哇哈哈哈[允悲],2023-05-31,11,来自辽宁,中性
啥也不想说，唉[并不简单],2023-05-31,0,来自山东,消极
清华理科565分亮了,2023-05-31,0,来自浙江,中性
现在卷成这样,2023-05-31,0,来自上海,中性
那年我大四，记得还去迎新,2023-05-31,0,来自上海,中性
我的母校东北石油大学（大庆石油学院）这么多年了分数线好像没啥变化啊，我上大学那年是550分，2011年,2023-05-31,0,来自黑龙江,中性
唉，当年中科大在江苏比清北都是高的,2023-05-31,0,来自安徽,消极
坐标山东，99年高考，604上了一个专科，通过专升本又上的本科。,2023-05-31,0,来自山东,中性
有河南的99年高考分数线吗,2023-05-31,0,来自河南,中性
石家庄铁道学院 那时候分好高,2023-05-31,1,来自广东,中性
哈工大547[doge],2023-05-31,0,来自黑龙江,中性
1999年，山东高考实行标准分，哎，说起来都是泪。,2023-05-31,0,来自山东,中性
那年我577分[笑cry],2023-05-31,0,来自浙江,中性
湘潭大学比湖大分数还高[允悲],2023-05-31,0,来自湖南,中性
再也回不去了,2023-05-31,0,来自山东,消极
遗憾 没有提前录取线,2023-05-31,0,来自北京,消极
真卷啊，记得我当年高考，江苏本一分数线就575了,2023-05-31,0,来自安徽,中性
这么看哈工大和哈工程也相差无几,2023-05-31,0,来自山东,中性
老公99年从河北高考，620分上北师大[汗]，无缘清北了，我98年高考，没扩招，510分在辽宁只上了个专科，最遗憾的就是没复读一年了[允悲][允悲][允悲],2023-05-31,7,来自辽宁,中性
我毕业的那一年[抱抱][抱抱][抱抱]！转眼青葱少年变成了中年阿姨,2023-05-31,0,来自北京,中性
我老公数学这科考砸了，但还是裸分考了628，上了浙大，原本就是浙大保送，可他目标一直是TOP那档，可惜了,2023-05-31,13,来自浙江,中性
转发微博,2023-05-31,0,来自河北,中性
学医原来已经卷了这么多年了，徐州医学院作为一个双非99年的时候就比矿大分高了[允悲],2023-05-31,0,来自北京,中性
对啊，我是91的上海，当时最高的是复旦世界经济吧，协和齐平，上外上财录取与复旦相差无极，外地很吃香的中科大，在上海因为挣钱不多，f会降分录取,2023-05-31,0,来自上海,中性
[doge],2023-05-31,0,来自辽宁,中性
98年高考的路过,2023-05-31,9,来自北京,中性
沉迷手机+智能AI+互联网+数字经济都是5G高科技白痴三枉活鬼成鬼=#灵魂献祭西方文化#！首拓手丹+智品DI+易丹态+汉字经济才是0D软生机品者三宁活仁成仁=#灵魂丹升东土人文#！ #300_元起人文道义援手#手机秒变手丹的天机态动，让自己及儿孙父母早日活0D态始仁境福财=#华夏三千年来代代龙梦今古态代态现#！,2023-05-31,0,来自宁夏,消极
你找到93年的看看，分巨低,2023-05-31,0,来自辽宁,中性
那时候是先填志愿后高考才出分。,2023-05-31,2,来自北京,中性
98年，623，上了华中理工,2023-05-31,0,来自江苏,中性
我也99，江苏文科考生，那年数学难死,2023-05-31,1,来自浙江,中性
我高考那年……,2023-05-31,0,来自安徽,中性
清华分数线比南大低，还是挺神奇的[允悲],2023-05-31,0,来自广东,中性
厉害,2023-05-31,0,来自福建,积极
那个时候政法类的分数高[费解],2023-05-31,0,来自埃及,中性
辽宁工程技术大学[允悲]我……哭了,2023-05-31,5,来自辽宁,消极
刚开始扩招，我99年到湖南师大,2023-05-31,0,来自湖南,中性
我的思路可能有点清奇：当年到底有多少考生在546这个分数？江西财经居然和这么多牛校肩并肩？！,2023-05-31,3,来自黑龙江,中性
现在的本科不如那时的专科[doge],2023-05-31,0,来自江苏,中性
放眼望去，一个河南的都没有[色],2023-05-31,0,来自河南,中性
好怪，lnu1948就建校了，但里面没有诶，难道以前不是本科院校？还是以前不叫这名？,2023-05-31,0,来自辽宁,中性
94年，山东按地区划线，提前一个多月报志愿，那时7月份考试[笑cry][笑cry],2023-05-31,0,来自山东,中性
[跪了]中南工大属实没牌面，分数线还不如湘潭大学,2023-05-31,0,来自湖南,消极
那年是清华的小年……,2023-05-31,0,来自山东,中性
理科羡慕哭了吧,2023-05-31,0,来自湖北,积极
我就知道我以前考完试被叫回学校，给我们发答案叫我们自己估分，我们都是考试的时候把选择题答案抄橡皮上带出来估分用[允悲]然后再给我们发一堆报纸叫我们拿回去看看报志愿，两眼摸黑全都不认识，就看看学校名字专业和往年分数线，对比着自己估出来的大概分数反正就这么瞎报[汗],2023-05-31,0,来自陕西,消极
那时候我还上不了我们矿大[笑cry],2023-05-31,0,来自新疆,消极
中大“没落”了……,2023-05-31,0,来自广东,消极
老百姓这是投入了多少教育资源，才让现在的分数变得那么高[允悲],2023-05-31,0,来自内蒙古,中性
🤔,2023-05-31,0,来自新疆,中性
江苏理工大学[抱抱],2023-05-31,0,来自江苏,中性
以前我扬大的分数线对标苏大矿大江南一众211，现在呢[哆啦A梦害怕],2023-05-31,0,来自江苏,中性
当年中大理科一本线591比清北都高呀。。。。。。现在差距越来越大，反而文科越来越偏，理科有点后继无力，除了医学哈[允悲][允悲],2023-05-31,0,来自广东,中性
我刚出生[允悲],2023-05-31,0,来自浙江,中性
我们波波那么强么[泪],2023-05-31,0,来自安徽,中性
一看浙大分数比上海交大低那么多，还很纳闷，仔细一看清北，发生了啥？[doge],2023-05-31,0,来自江苏,中性
徐医当年这么高的嘛,2023-05-31,0,来自江苏,中性
说明了啥？[摊手],2023-05-31,0,来自福建,中性
东南大学好牛[哇],2023-05-31,0,来自广东,积极
那只是投档线，好专业要比投档线高很多，30分都不止,2023-05-31,0,来自江苏,中性
扩招第一年？,2023-05-31,0,来自山东,中性
江财[打call][打call],2023-05-31,0,来自江西,中性
哎呀，收藏了，就是我高考那一年哈，录取这上头的头一所，哟嘿,2023-05-31,0,来自海外,中性
我得母校南邮[抱抱],2023-05-31,0,来自甘肃,中性
这分数似乎比广东还低一些。,2023-05-31,0,来自广东,消极
@张雪峰老师 张老师好，如何购买志愿卡,2023-05-31,0,来自北京,中性
99年上大学的来报道[嘻嘻],2023-05-31,0,来自福建,中性
看到我母校了！就是这哈工大分数咋回事啊？是南方人不认么[允悲],2023-05-31,0,来自黑龙江,消极
为何当时理科分数线高于文科？,2023-05-31,2,来自河南,中性
你感慨个啥啊你感慨，能闭嘴吗,2023-05-31,0,来自中国香港,消极
清华565北大584，我考了592上了个破南理工，血亏啊,2023-05-31,7,来自江苏,消极
东北农大比哈工大分高[允悲][允悲][允悲],2023-05-31,1,来自贵州,消极
估分的年代,2023-05-31,0,来自江苏,中性
99年我糊里糊涂就上了大学[污][污],2023-05-31,0,来自四川,中性
同济赢麻了,2023-05-31,1,来自山东,积极
我哥是这一年的大连理工，读的自动化,2023-05-31,1,来自江苏,中性
没想到当时扬大分数这么高[允悲],2023-05-31,0,来自江苏,中性
扬子晚报吗？[举手],2023-05-31,1,来自上海,中性
中国政法理科居然能收到全图最高分之一[awsl],2023-05-31,0,来自北京,中性
我高考那年[允悲],2023-05-31,0,来自上海,中性
沈阳农业大学,2023-05-31,2,来自辽宁,中性
北体比浙大还高？？？[打脸][打脸][打脸],2023-05-31,0,来自浙江,中性
医科大学普遍分数线好高[哆啦A梦害怕],2023-05-31,10,来自湖北,中性
那时候为什么文科录取线比理科低啊？,2023-05-31,0,来自四川,中性
北大清华也不好使，不去南大东大，还有就是中科大永远是硬通货,2023-05-31,0,来自广东,中性
中山医 都成为历史了,2023-05-31,0,来自广东,积极
不太懂，东南大学文科比复旦同济都高很多,2023-05-31,12,来自天津,消极
湘潭大学当时湖南乱杀[doge],2023-05-31,2,来自湖南,消极
上医最高[偷笑],2023-05-31,0,来自上海,中性
后来就是先出分数名次再填志愿，清华北大顺利掐尖，成为这个政策的最大受益者。//@ETF微光:第一次考后报志愿，学霸都估分不高，比较前一年录取线，都不敢报清北//@程晨辰陈:那时候清华分数线这么低吗,2023-05-31,2,来自广西,中性
理科比文科高？,2023-05-31,1,来自广东,中性
竟然还有我学校,2023-05-31,0,来自湖南,中性
时代的变迁,2023-05-31,0,来自吉林,中性
这时候还没出生,2023-05-31,0,来自上海,中性
青岛海洋大学啊！[泪],2023-05-31,0,来自湖南,中性
南京气象学院 [doge]一个被雪崩老师cue过n次的学校,2023-05-31,0,来自北京,中性
烟大那么高？[喵喵],2023-05-30,0,来自山东,中性
99年高考，山西考生，文科550分，志愿没填好！后悔啊！[泪][泪][泪],2023-05-30,0,来自陕西,消极
那时候几乎没有985211的概念[赞],2023-05-30,1,来自江苏,中性
没上过高中，不了解大学。但是上海医科大学的分好高呀，还有就是哈工大和哈工程只差一分,2023-05-30,0,来自新疆,中性
那一年的586，都是泪啊,2023-05-30,0,来自江西,中性
我那一年[心],2023-05-30,0,来自上海,中性
